StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,course,comment,sentiment,Emotion,Topic,batch
3,Student_3,Course,6,C,,Course_1,Poor explanation,negative,neutral,116,2023
3,Student_3,Course,7,A,,Course_1,Could be better,positive,neutral,65,2023
3,Student_3,Course,8,B,,Course_1,Helpful resources provided,neutral,neutral,91,2023
3,Student_3,Course,9,C,,Course_1,Excellent course,positive,neutral,35,2023
3,Student_3,Course,10,D,,Course_1,Not satisfied,negative,anger,22,2023
3,Student_3,Instructor,1,B,Instructor_1,,Very good experience,positive,joy,27,2023
3,Student_3,Instructor,2,C,Instructor_1,,Needs improvement,neutral,neutral,-1,2023
3,Student_3,Instructor,3,D,Instructor_1,,Helpful resources provided,neutral,neutral,91,2023
3,Student_3,Instructor,4,A,Instructor_1,,Too fast paced,positive,neutral,32,2023
3,Student_3,Instructor,5,B,Instructor_1,,Excellent course,positive,neutral,35,2023
3,Student_3,Instructor,6,D,Instructor_1,,Instructor was helpful,neutral,neutral,70,2023
3,Student_3,Instructor,7,A,Instructor_1,,Great content,positive,joy,117,2023
3,Student_3,Instructor,8,C,Instructor_1,,Well structured,neutral,neutral,83,2023
3,Student_3,Instructor,9,B,Instructor_1,,Loved the course,positive,joy,107,2023
3,Student_3,Instructor,10,D,Instructor_1,,Poor explanation,negative,neutral,116,2023
4,Student_4,Online Education,1,A,,,Helpful resources provided,neutral,neutral,91,2023
4,Student_4,Online Education,2,C,,,Very good experience,positive,joy,27,2023
4,Student_4,Online Education,3,D,,,Instructor was helpful,neutral,neutral,70,2023
4,Student_4,Online Education,4,B,,,Too fast paced,positive,neutral,32,2023
4,Student_4,Online Education,5,C,,,Great content,positive,joy,117,2023
4,Student_4,Online Education,6,D,,,Poor explanation,negative,neutral,116,2023
4,Student_4,Online Education,7,A,,,Excellent course,positive,neutral,35,2023
4,Student_4,Online Education,8,B,,,Well structured,neutral,neutral,83,2023
4,Student_4,Online Education,9,C,,,Loved the course,positive,joy,107,2023
4,Student_4,Online Education,10,D,,,Could be better,positive,neutral,65,2023
4,Student_4,Course,1,A,,Course_1,Needs improvement,neutral,neutral,-1,2023
4,Student_4,Course,2,B,,Course_1,Too fast paced,positive,neutral,32,2023
4,Student_4,Course,3,C,,Course_1,Helpful resources provided,neutral,neutral,91,2023
4,Student_4,Course,4,D,,Course_1,Excellent course,positive,neutral,35,2023
4,Student_4,Course,5,B,,Course_1,Well structured,neutral,neutral,83,2023
4,Student_4,Course,6,A,,Course_1,Instructor was helpful,neutral,neutral,70,2023
4,Student_4,Course,7,D,,Course_1,Very good experience,positive,joy,27,2023
4,Student_4,Course,8,C,,Course_1,Poor explanation,negative,neutral,116,2023
4,Student_4,Course,9,B,,Course_1,Could be better,positive,neutral,65,2023
4,Student_4,Course,10,A,,Course_1,Loved the course,positive,joy,107,2023
4,Student_4,Instructor,1,B,Instructor_1,,Instructor was helpful,neutral,neutral,70,2023
4,Student_4,Instructor,2,C,Instructor_1,,Needs improvement,neutral,neutral,-1,2023
4,Student_4,Instructor,3,A,Instructor_1,,Great content,positive,joy,117,2023
4,Student_4,Instructor,4,D,Instructor_1,,Helpful resources provided,neutral,neutral,91,2023
4,Student_4,Instructor,5,B,Instructor_1,,Too fast paced,positive,neutral,32,2023
4,Student_4,Instructor,6,C,Instructor_1,,Well structured,neutral,neutral,83,2023
4,Student_4,Instructor,7,D,Instructor_1,,Loved the course,positive,joy,107,2023
4,Student_4,Instructor,8,A,Instructor_1,,Excellent course,positive,neutral,35,2023
4,Student_4,Instructor,9,C,Instructor_1,,Poor explanation,negative,neutral,116,2023
4,Student_4,Instructor,10,B,Instructor_1,,Very good experience,positive,joy,27,2023
5,Student_5,Online Education,1,A,,,The portal was smooth,positive,neutral,69,2023
5,Student_5,Online Education,2,C,,,Sometimes slow,negative,neutral,18,2023
5,Student_5,Online Education,3,B,,,Good communication,positive,neutral,115,2023
5,Student_5,Online Education,4,D,,,Helpful videos,neutral,neutral,88,2023
5,Student_5,Online Education,5,A,,,Overall satisfied,positive,joy,22,2023
5,Student_5,Online Education,6,C,,,Resources were clear,positive,neutral,58,2023
5,Student_5,Online Education,7,B,,,Interactive learning,neutral,neutral,51,2023
5,Student_5,Online Education,8,D,,,Easy to access,positive,neutral,52,2023
5,Student_5,Online Education,9,A,,,Well managed,neutral,neutral,22,2023
5,Student_5,Online Education,10,C,,,Good online support,positive,neutral,78,2023
5,Student_5,Course,1,B,,Course_1,Content was useful,positive,neutral,47,2023
5,Student_5,Course,2,A,,Course_1,Assignments were fair,positive,neutral,40,2023
5,Student_5,Course,3,C,,Course_1,Challenging but rewarding,positive,joy,71,2023
5,Student_5,Course,4,D,,Course_1,Well organized,neutral,neutral,46,2023
5,Student_5,Course,5,A,,Course_1,Improved understanding,neutral,neutral,-1,2023
5,Student_5,Course,6,B,,Course_1,Interesting topics,positive,neutral,71,2023
5,Student_5,Course,7,D,,Course_1,Clearly explained,positive,neutral,23,2023
5,Student_5,Course,8,C,,Course_1,Resources were helpful,neutral,neutral,28,2023
5,Student_5,Course,9,A,,Course_1,Good balance,positive,neutral,22,2023
5,Student_5,Course,10,B,,Course_1,Learned a lot,neutral,neutral,-1,2023
5,Student_5,Instructor,1,A,Instructor_1,Course_1,Clear teaching,positive,neutral,39,2023
5,Student_5,Instructor,2,B,Instructor_1,Course_1,Helpful teacher,neutral,neutral,70,2023
5,Student_5,Instructor,3,D,Instructor_1,Course_1,Supportive approach,positive,neutral,36,2023
5,Student_5,Instructor,4,C,Instructor_1,Course_1,Good examples,positive,neutral,34,2023
5,Student_5,Instructor,5,A,Instructor_1,Course_1,Respectful,positive,neutral,22,2023
5,Student_5,Instructor,6,B,Instructor_1,Course_1,Well prepared,neutral,neutral,83,2023
5,Student_5,Instructor,7,C,Instructor_1,Course_1,Interactive style,neutral,neutral,5,2023
5,Student_5,Instructor,8,D,Instructor_1,Course_1,Encouraged learning,neutral,joy,38,2023
5,Student_5,Instructor,9,A,Instructor_1,Course_1,Easy to approach,positive,neutral,52,2023
5,Student_5,Instructor,10,B,Instructor_1,Course_1,Patient teacher,neutral,disgust,82,2023
6,Student_6,Online Education,1,B,,,The online platform is easy to use,positive,joy,78,2023
6,Student_6,Online Education,2,C,,,Good learning experience,positive,neutral,-1,2023
6,Student_6,Online Education,3,A,,,Sometimes slow loading,negative,sadness,14,2023
6,Student_6,Online Education,4,D,,,Helpful resources,neutral,neutral,91,2023
6,Student_6,Online Education,5,B,,,User-friendly interface,neutral,neutral,53,2023
6,Student_6,Online Education,6,A,,,Better than expected,positive,joy,65,2023
6,Student_6,Online Education,7,C,,,Enjoyed video lectures,positive,joy,88,2023
6,Student_6,Online Education,8,D,,,Quizzes were engaging,positive,neutral,81,2023
6,Student_6,Online Education,9,B,,,Smooth navigation,positive,neutral,69,2023
6,Student_6,Online Education,10,A,,,Overall satisfied,positive,joy,22,2023
6,Student_6,Course,1,A,,Course_1,Course was well-structured,neutral,neutral,13,2023
6,Student_6,Course,2,B,,Course_1,Content was clear,positive,neutral,13,2023
6,Student_6,Course,3,C,,Course_1,Assignments were helpful,neutral,neutral,17,2023
6,Student_6,Course,4,D,,Course_1,Could use more examples,positive,neutral,34,2023
6,Student_6,Course,5,A,,Course_1,Good reference materials,positive,neutral,119,2023
6,Student_6,Course,6,B,,Course_1,Challenging but useful,positive,joy,71,2023
6,Student_6,Course,7,D,,Course_1,Need more practical work,positive,neutral,73,2023
6,Student_6,Course,8,C,,Course_1,Exams were fair,positive,neutral,-1,2023
6,Student_6,Course,9,B,,Course_1,Learnt a lot,neutral,neutral,-1,2023
6,Student_6,Course,10,A,,Course_1,Overall good course,positive,neutral,35,2023
6,Student_6,Instructor,1,B,Instructor_1,,Instructor explained well,neutral,neutral,72,2023
6,Student_6,Instructor,2,C,Instructor_1,,Clear communication,positive,neutral,13,2023
6,Student_6,Instructor,3,D,Instructor_1,,Helpful in doubts,neutral,fear,37,2023
6,Student_6,Instructor,4,A,Instructor_1,,Interactive sessions,neutral,neutral,125,2023
6,Student_6,Instructor,5,C,Instructor_1,,Supportive nature,positive,joy,36,2023
6,Student_6,Instructor,6,B,Instructor_1,,Sometimes fast paced,positive,neutral,32,2023
6,Student_6,Instructor,7,A,Instructor_1,,Encouraging feedback,neutral,joy,24,2023
6,Student_6,Instructor,8,D,Instructor_1,,Managed class well,neutral,neutral,38,2023
6,Student_6,Instructor,9,B,Instructor_1,,Motivated students,neutral,neutral,0,2023
6,Student_6,Instructor,10,C,Instructor_1,,Great teaching overall,positive,joy,-1,2023
StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,CourseName,Comments,neutral,neutral,24,2023
7,Student_7,Online Education,1,A,,,The platform was easy to access,positive,joy,78,2023
7,Student_7,Online Education,2,B,,,Sometimes slow during peak hours,negative,neutral,14,2023
7,Student_7,Online Education,3,D,,,Helpful online resources,neutral,neutral,91,2023
7,Student_7,Online Education,4,C,,,Interface could be improved,neutral,neutral,53,2023
7,Student_7,Online Education,5,A,,,Videos were very clear,positive,neutral,-1,2023
7,Student_7,Online Education,6,D,,,Quizzes were interactive,neutral,neutral,81,2023
7,Student_7,Online Education,7,B,,,Sometimes faced login issues,neutral,sadness,76,2023
7,Student_7,Online Education,8,C,,,Assignments were manageable,neutral,neutral,17,2023
7,Student_7,Online Education,9,A,,,Navigation was smooth,positive,neutral,69,2023
7,Student_7,Online Education,10,B,,,Overall online learning was good,positive,joy,-1,2023
7,Student_7,Course,1,B,,Course_2,Course content was detailed,positive,neutral,13,2023
7,Student_7,Course,2,C,,Course_2,Assignments were relevant,positive,neutral,57,2023
7,Student_7,Course,3,D,,Course_2,Examples were very helpful,positive,neutral,34,2023
7,Student_7,Course,4,A,,Course_2,Quizzes tested knowledge well,neutral,neutral,64,2023
7,Student_7,Course,5,C,,Course_2,Some topics were difficult,negative,neutral,50,2023
7,Student_7,Course,6,B,,Course_2,Course improved understanding,neutral,neutral,-1,2023
7,Student_7,Course,7,A,,Course_2,Learning material was good,positive,joy,68,2023
7,Student_7,Course,8,D,,Course_2,Could add more case studies,positive,neutral,19,2023
7,Student_7,Course,9,B,,Course_2,Practical knowledge improved,neutral,neutral,75,2023
7,Student_7,Course,10,C,,Course_2,Overall a useful course,positive,joy,13,2023
7,Student_7,Instructor,1,C,Instructor_2,,Instructor taught with clarity,neutral,neutral,70,2023
7,Student_7,Instructor,2,B,Instructor_2,,Answered doubts effectively,positive,fear,37,2023
7,Student_7,Instructor,3,D,Instructor_2,,Encouraged participation,neutral,joy,3,2023
7,Student_7,Instructor,4,A,Instructor_2,,Used examples to explain,neutral,neutral,87,2023
7,Student_7,Instructor,5,B,Instructor_2,,Sometimes lectures were fast,positive,surprise,84,2023
7,Student_7,Instructor,6,C,Instructor_2,,Provided useful feedback,positive,neutral,24,2023
7,Student_7,Instructor,7,A,Instructor_2,,Interactive teaching style,neutral,neutral,51,2023
7,Student_7,Instructor,8,D,Instructor_2,,Kept class disciplined,neutral,disgust,-1,2023
7,Student_7,Instructor,9,B,Instructor_2,,Motivated the students,neutral,neutral,0,2023
7,Student_7,Instructor,10,C,Instructor_2,,Overall a very good teacher,positive,joy,93,2023
8,Student_8,Online Education,1,A,,,Easy to access from home,positive,neutral,52,2023
8,Student_8,Online Education,2,C,,,Platform sometimes lagged,neutral,neutral,14,2023
8,Student_8,Online Education,3,B,,,Resources were complete,neutral,neutral,55,2023
8,Student_8,Online Education,4,D,,,Interface was simple,neutral,neutral,53,2023
8,Student_8,Online Education,5,A,,,Good overall design,positive,neutral,22,2023
8,Student_8,Online Education,6,C,,,Helpful quizzes,neutral,neutral,29,2023
8,Student_8,Online Education,7,B,,,Faced minor login issues,neutral,sadness,76,2023
8,Student_8,Online Education,8,D,,,Assignments were fine,positive,neutral,40,2023
8,Student_8,Online Education,9,A,,,Smooth video playback,positive,neutral,-1,2023
8,Student_8,Online Education,10,B,,,Overall satisfied,positive,joy,22,2023
8,Student_8,Course,1,B,,Course_3,Course content was well explained,neutral,neutral,13,2023
8,Student_8,Course,2,D,,Course_3,Assignments were practical,neutral,neutral,-1,2023
8,Student_8,Course,3,A,,Course_3,Examples improved clarity,neutral,neutral,-1,2023
8,Student_8,Course,4,C,,Course_3,Some parts were lengthy,neutral,neutral,50,2023
8,Student_8,Course,5,B,,Course_3,Good exercises,positive,neutral,65,2023
8,Student_8,Course,6,A,,Course_3,Learned new concepts,positive,neutral,75,2023
8,Student_8,Course,7,C,,Course_3,Could use more real-world cases,positive,neutral,15,2023
8,Student_8,Course,8,D,,Course_3,Tests were fair,positive,neutral,-1,2023
8,Student_8,Course,9,B,,Course_3,Learned valuable knowledge,neutral,neutral,75,2023
8,Student_8,Course,10,A,,Course_3,Overall helpful,neutral,neutral,56,2023
8,Student_8,Instructor,1,C,Instructor_3,,Explained topics clearly,positive,neutral,89,2023
8,Student_8,Instructor,2,A,Instructor_3,,Encouraged students,neutral,joy,38,2023
8,Student_8,Instructor,3,B,Instructor_3,,Answered queries well,neutral,neutral,92,2023
8,Student_8,Instructor,4,D,Instructor_3,,Used practical examples,neutral,neutral,15,2023
8,Student_8,Instructor,5,C,Instructor_3,,Sometimes spoke too fast,positive,neutral,26,2023
8,Student_8,Instructor,6,A,Instructor_3,,Interactive style,neutral,neutral,5,2023
8,Student_8,Instructor,7,B,Instructor_3,,Supportive behavior,positive,disgust,36,2023
8,Student_8,Instructor,8,D,Instructor_3,,Gave timely feedback,neutral,neutral,24,2023
8,Student_8,Instructor,9,C,Instructor_3,,Maintained discipline,neutral,sadness,1,2023
8,Student_8,Instructor,10,A,Instructor_3,,Overall excellent teacher,positive,joy,82,2023
9,Student_9,Online Education,1,B,,,Good platform performance,positive,neutral,44,2023
9,Student_9,Online Education,2,C,,,Occasional issues with speed,neutral,neutral,14,2023
9,Student_9,Online Education,3,A,,,Resources were sufficient,neutral,neutral,43,2023
9,Student_9,Online Education,4,D,,,Interface could be better,positive,neutral,53,2023
9,Student_9,Online Education,5,B,,,Video quality was good,positive,neutral,-1,2023
9,Student_9,Online Education,6,A,,,Quizzes were useful,positive,neutral,29,2023
9,Student_9,Online Education,7,C,,,Faced some login problems,neutral,sadness,76,2023
9,Student_9,Online Education,8,D,,,Assignments clear,positive,neutral,25,2023
9,Student_9,Online Education,9,B,,,Navigation easy,positive,neutral,59,2023
9,Student_9,Online Education,10,A,,,Overall good learning,positive,joy,-1,2023
9,Student_9,Course,1,C,,Course_4,Content was structured,neutral,neutral,83,2023
9,Student_9,Course,2,A,,Course_4,Assignments were clear,positive,neutral,25,2023
9,Student_9,Course,3,D,,Course_4,Examples very useful,positive,neutral,62,2023
9,Student_9,Course,4,B,,Course_4,Some topics were tough,negative,disgust,50,2023
9,Student_9,Course,5,A,,Course_4,Provided enough material,neutral,neutral,-1,2023
9,Student_9,Course,6,C,,Course_4,Learned step by step,neutral,neutral,75,2023
9,Student_9,Course,7,B,,Course_4,Could have more practice,positive,neutral,65,2023
9,Student_9,Course,8,D,,Course_4,Exams were fair,positive,neutral,-1,2023
9,Student_9,Course,9,A,,Course_4,Course improved knowledge,neutral,neutral,75,2023
9,Student_9,Course,10,B,,Course_4,Overall very good,positive,joy,22,2023
9,Student_9,Instructor,1,A,Instructor_4,,Instructor communicated well,neutral,neutral,70,2023
9,Student_9,Instructor,2,B,Instructor_4,,Cleared all doubts,neutral,fear,37,2023
9,Student_9,Instructor,3,C,Instructor_4,,Explained with examples,neutral,neutral,87,2023
9,Student_9,Instructor,4,D,Instructor_4,,Sometimes rushed lectures,neutral,anger,84,2023
9,Student_9,Instructor,5,A,Instructor_4,,Supportive guidance,positive,neutral,36,2023
9,Student_9,Instructor,6,B,Instructor_4,,Encouraged participation,neutral,joy,3,2023
9,Student_9,Instructor,7,C,Instructor_4,,Interactive sessions,neutral,neutral,125,2023
9,Student_9,Instructor,8,D,Instructor_4,,Fair grading,positive,neutral,-1,2023
9,Student_9,Instructor,9,A,Instructor_4,,Motivated students,neutral,neutral,0,2023
9,Student_9,Instructor,10,B,Instructor_4,,Overall a good teacher,positive,joy,93,2023
10,Student_10,Online Education,1,C,,,Platform was reliable,neutral,neutral,30,2023
10,Student_10,Online Education,2,A,,,Minor lags at times,neutral,sadness,14,2023
10,Student_10,Online Education,3,B,,,Resources easily available,positive,neutral,33,2023
10,Student_10,Online Education,4,D,,,Layout simple,neutral,neutral,20,2023
10,Student_10,Online Education,5,C,,,Quizzes engaging,positive,joy,11,2023
10,Student_10,Online Education,6,B,,,Assignments were good,positive,neutral,40,2023
10,Student_10,Online Education,7,A,,,Login easy,positive,neutral,61,2023
10,Student_10,Online Education,8,D,,,Videos were smooth,positive,neutral,-1,2023
10,Student_10,Online Education,9,C,,,Overall experience was good,positive,joy,27,2023
10,Student_10,Online Education,10,B,,,Very helpful platform,positive,neutral,44,2023
10,Student_10,Course,1,A,,Course_5,Content well structured,neutral,neutral,83,2023
10,Student_10,Course,2,B,,Course_5,Assignments were tough,negative,neutral,40,2023
10,Student_10,Course,3,D,,Course_5,Examples were relevant,positive,neutral,-1,2023
10,Student_10,Course,4,C,,Course_5,Some chapters lengthy,neutral,neutral,50,2023
10,Student_10,Course,5,A,,Course_5,Learned new ideas,positive,neutral,75,2023
10,Student_10,Course,6,D,,Course_5,Good practice exercises,positive,neutral,65,2023
10,Student_10,Course,7,B,,Course_5,Exams were moderate,neutral,neutral,-1,2023
10,Student_10,Course,8,C,,Course_5,Practical knowledge improved,neutral,neutral,75,2023
10,Student_10,Course,9,A,,Course_5,Overall well designed,neutral,neutral,22,2023
10,Student_10,Course,10,B,,Course_5,Very helpful course,positive,neutral,13,2023
10,Student_10,Instructor,1,B,Instructor_5,,Instructor explained clearly,positive,neutral,23,2023
10,Student_10,Instructor,2,C,Instructor_5,,Guided properly,neutral,neutral,83,2023
10,Student_10,Instructor,3,D,Instructor_5,,Sometimes rushed,neutral,anger,14,2023
10,Student_10,Instructor,4,A,Instructor_5,,Used real examples,positive,neutral,15,2023
10,Student_10,Instructor,5,B,Instructor_5,,Supportive teacher,positive,joy,36,2023
10,Student_10,Instructor,6,C,Instructor_5,,Good communicator,positive,neutral,93,2023
10,Student_10,Instructor,7,A,Instructor_5,,Interactive style,neutral,neutral,5,2023
10,Student_10,Instructor,8,D,Instructor_5,,Fair evaluator,positive,neutral,-1,2023
10,Student_10,Instructor,9,B,Instructor_5,,Encouraging personality,neutral,joy,36,2023
10,Student_10,Instructor,10,C,Instructor_5,,Overall very good,positive,joy,22,2023
11,Student_11,Online Education,1,A,,,Platform was easy to navigate,positive,neutral,78,2023
11,Student_11,Online Education,2,B,,,Sometimes loading was slow,negative,sadness,14,2023
11,Student_11,Online Education,3,C,,,Helpful video lectures,neutral,neutral,88,2023
11,Student_11,Online Education,4,D,,,Quizzes were interactive,neutral,neutral,81,2023
11,Student_11,Online Education,5,A,,,Study material was accessible,positive,neutral,41,2023
11,Student_11,Online Education,6,B,,,Interface can be improved,neutral,neutral,53,2023
11,Student_11,Online Education,7,D,,,Assignments were clear,positive,neutral,25,2023
11,Student_11,Online Education,8,C,,,Navigation was smooth,positive,neutral,69,2023
11,Student_11,Online Education,9,A,,,Overall good experience,positive,joy,27,2023
11,Student_11,Online Education,10,B,,,System was reliable,neutral,neutral,31,2023
11,Student_11,Course,1,B,,Course_3,Course content was structured,neutral,neutral,13,2023
11,Student_11,Course,2,C,,Course_3,Assignments tested learning,neutral,neutral,79,2023
11,Student_11,Course,3,A,,Course_3,Examples improved understanding,neutral,neutral,34,2023
11,Student_11,Course,4,D,,Course_3,Quizzes were well designed,neutral,neutral,29,2023
11,Student_11,Course,5,C,,Course_3,Some topics were tough,negative,disgust,50,2023
11,Student_11,Course,6,B,,Course_3,Course enhanced knowledge,neutral,neutral,-1,2023
11,Student_11,Course,7,A,,Course_3,Learning material was helpful,neutral,neutral,68,2023
11,Student_11,Course,8,D,,Course_3,Could add more exercises,positive,neutral,65,2023
11,Student_11,Course,9,B,,Course_3,Good practical examples,positive,neutral,15,2023
11,Student_11,Course,10,C,,Course_3,Overall useful course,positive,neutral,13,2023
11,Student_11,Instructor,1,A,Instructor_3,,Instructor was very clear,positive,neutral,70,2023
11,Student_11,Instructor,2,B,Instructor_3,,Answered all queries,neutral,neutral,92,2023
11,Student_11,Instructor,3,D,Instructor_3,,Encouraged students,neutral,joy,38,2023
11,Student_11,Instructor,4,C,Instructor_3,,Explained with examples,neutral,neutral,87,2023
11,Student_11,Instructor,5,A,Instructor_3,,Sometimes too fast,positive,neutral,26,2023
11,Student_11,Instructor,6,B,Instructor_3,,Provided useful notes,positive,neutral,4,2023
11,Student_11,Instructor,7,C,Instructor_3,,Interactive lectures,neutral,neutral,-1,2023
11,Student_11,Instructor,8,D,Instructor_3,,Maintained discipline,neutral,sadness,1,2023
11,Student_11,Instructor,9,B,Instructor_3,,Motivated students,neutral,neutral,0,2023
11,Student_11,Instructor,10,A,Instructor_3,,Overall great teacher,positive,joy,-1,2023
12,Student_12,Online Education,1,B,,,Platform was easy to access,positive,neutral,78,2023
12,Student_12,Online Education,2,A,,,Faced login issues sometimes,neutral,sadness,76,2023
12,Student_12,Online Education,3,D,,,Good quality lectures,positive,neutral,88,2023
12,Student_12,Online Education,4,C,,,Quizzes tested knowledge,neutral,neutral,64,2023
12,Student_12,Online Education,5,B,,,Assignments were manageable,neutral,neutral,17,2023
12,Student_12,Online Education,6,A,,,Navigation was smooth,positive,neutral,69,2023
12,Student_12,Online Education,7,C,,,Could improve speed,neutral,neutral,26,2023
12,Student_12,Online Education,8,D,,,Study material was good,positive,joy,41,2023
12,Student_12,Online Education,9,A,,,Helpful content,neutral,neutral,47,2023
12,Student_12,Online Education,10,B,,,Overall good platform,positive,neutral,44,2023
12,Student_12,Course,1,C,,Course_4,Course content was clear,positive,neutral,13,2023
